ID,Gender,Race,Age_at_Release,Gang_Affiliated,Supervision_Risk_Score_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Num_Distinct_Arrest_Crime_Types,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Num_Distinct_Conviction_Crime_Types,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Violations_Instruction,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,Num_Drugs_Used,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Training_Sample
5382,0,0,5,1,7.0,1,0,1,3,6,0,0,4,0,0,0,0,0,0,0,4,10,3,0,36.63636364,2,0.0,0.0,0,1,0,0
5383,0,1,7,0,3.0,3,1,1,4,7,0,1,5,0,0,1,0,1,0,0,0,10,0,0,40.07692308,0,0.502879079,0.701055662,0,1,0,1
5384,0,1,5,0,5.0,2,1,3,2,7,1,0,7,0,1,1,0,1,1,0,4,1,0,0,74.66666667,1,0.700892857,1.0,0,1,0,1
5385,0,1,5,0,3.0,1,1,5,2,6,0,0,5,1,0,0,0,1,0,0,0,0,0,1,162.5714286,0,0.217926186,0.962873462,0,0,0,1
5386,0,1,5,0,5.0,1,1,1,3,6,0,0,4,0,0,0,0,1,0,0,0,6,0,0,42.20588235,0,0.459930314,0.254529617,0,1,0,1
5387,0,0,7,0,2.0,3,1,5,3,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15.36363636,0,0.846153846,1.0,0,0,0,1
5388,0,0,5,1,10.0,3,2,1,4,6,0,0,4,0,0,0,0,1,1,0,4,10,0,1,11.04597701,2,0.382934443,0.760145682,0,1,0,1
5389,1,1,5,1,4.0,1,1,1,2,6,0,0,6,1,0,0,0,1,1,0,0,0,0,0,42.8,0,0.228971963,1.0,0,1,0,0
5390,0,0,6,0,3.0,3,3,3,1,6,0,0,4,0,0,0,0,1,1,0,0,0,0,0,55.424812,0,0.892473118,1.0,0,1,0,1
5391,0,0,4,0,8.0,3,3,3,3,7,0,1,5,1,0,0,0,0,0,1,0,0,0,1,232.57728486125,0,0.0,0.0,0,1,1,0
5392,0,1,5,0,5.0,3,2,2,1,7,1,0,5,0,0,0,1,0,0,0,3,0,0,2,72.6,0,0.944903581,1.0,0,1,1,0
5393,0,1,5,0,6.0,2,2,4,2,7,0,1,6,1,0,0,0,0,0,0,2,0,0,1,55.424812,0,1.0,2.0,0,1,1,1
5394,0,1,6,0,9.0,2,3,1,2,6,0,0,5,1,0,0,0,0,0,0,0,0,0,0,232.57728486125,0,0.988811189,0.510839161,0,0,0,1
5395,0,1,5,0,5.0,1,3,3,2,7,0,1,5,0,0,1,0,1,1,0,1,0,0,0,27.75,0,0.932432432,1.0,0,1,1,0
5396,0,0,5,0,6.0,1,3,1,1,6,0,0,5,0,0,0,1,1,1,0,4,0,0,3,166.5,0,0.777777778,1.0,0,1,0,0
5397,0,1,4,0,5.0,2,3,1,1,7,1,0,7,1,1,0,1,1,0,0,0,0,0,1,22.16666667,0,1.0,1.0,0,1,1,1
5398,0,1,7,0,3.0,2,1,2,1,7,1,0,4,0,0,0,0,0,0,0,0,0,0,0,92.4,0,0.991341991,0.790584416,0,0,0,0
5399,0,1,4,0,4.0,2,3,1,1,7,1,0,4,0,0,0,0,1,1,0,0,0,3,0,232.57728486125,1,0.922077922,0.948701299,0,0,0,0
5400,0,0,4,0,6.0,1,3,1,2,6,0,0,4,0,0,0,0,0,1,0,0,1,0,0,78.125,0,0.5424,0.2922,0,0,0,1
5401,0,1,7,0,2.0,2,0,2,2,7,0,1,5,0,0,1,1,1,1,0,0,10,0,0,11.23529412,0,0.994764398,1.0,1,1,0,1
5402,0,1,5,0,6.0,2,1,1,2,7,0,1,6,1,0,0,0,1,1,0,0,0,0,0,209.5,0,1.0,1.743436754,0,1,0,0
5403,0,1,7,0,3.0,2,0,1,2,6,0,0,4,0,0,0,0,0,1,0,0,0,0,0,55.424812,0,0.868852459,4.0,0,0,0,0
5404,0,0,5,0,3.0,3,1,5,1,6,0,0,4,0,0,0,0,0,0,1,3,0,0,2,23.0,0,0.0,0.0,0,1,1,0
5405,0,1,6,0,2.0,2,0,2,2,6,0,0,5,0,0,0,0,1,1,0,0,6,0,2,63.5,0,0.955905512,0.57519685,0,0,0,1
5406,1,1,7,0,3.0,3,0,3,4,7,0,1,4,0,0,0,0,1,0,0,1,3,0,0,232.57728486125,0,0.926462073,0.21149392,0,0,0,0
5407,0,0,4,0,8.0,1,2,2,4,8,1,1,6,0,0,1,1,0,0,0,0,0,0,0,232.57728486125,0,0.257156265,0.514195214,0,1,0,1
5408,0,1,6,0,5.0,2,2,2,4,7,1,0,6,1,0,0,0,1,1,0,0,0,0,0,55.424812,0,0.0,0.0,1,0,0,1
5409,0,1,5,0,5.0,1,3,1,2,6,0,0,5,1,0,0,0,1,0,1,3,9,0,2,25.07407407,1,0.23042836,1.079025111,0,1,0,1
5410,0,0,7,0,2.0,1,3,3,1,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,232.57728486125,0,0.986330179,0.384069401,1,0,0,0
5411,0,1,4,0,8.0,2,0,4,3,7,0,1,5,1,0,0,0,0,0,1,4,0,0,1,7.461538462,1,1.0,1.0,0,1,1,0
5412,0,0,7,0,3.0,3,0,1,3,7,0,1,6,1,0,1,0,1,1,0,0,7,0,0,55.424812,1,0.0,2.37871809,0,0,0,1
5413,0,1,6,0,6.0,1,3,3,2,6,0,0,4,0,0,0,0,1,1,0,2,5,1,0,52.26086957,1,0.994176373,0.303868552,0,0,0,0
5414,0,1,4,0,4.0,2,1,3,2,7,0,1,4,0,0,0,0,1,1,0,0,0,0,0,58.33333333,0,1.0,1.043571429,0,1,0,1
5415,0,0,5,0,3.0,1,3,2,1,6,0,0,4,0,0,0,0,1,1,0,0,0,0,0,117.0,0,1.0,2.0,0,1,0,1
5416,0,0,6,0,6.0,1,3,2,1,6,0,0,5,1,0,0,0,0,0,0,0,3,0,1,123.5,1,0.091093117,0.73937247,0,0,0,1
5417,0,0,7,0,6.0,2,1,2,4,6,0,0,4,0,0,0,0,1,0,0,1,10,0,0,42.32,2,0.756143667,0.690453686,1,0,0,1
5418,0,0,4,0,3.0,3,3,3,1,6,0,0,4,0,0,0,0,1,0,0,0,0,0,0,45.0,0,0.0,0.0,0,1,1,1
5419,0,0,5,0,6.0,2,3,1,2,7,0,1,5,0,0,0,0,1,0,0,0,5,0,1,23.76,0,0.0,0.0,0,1,0,1
5420,0,1,6,0,4.0,2,1,4,2,6,0,0,4,0,0,0,0,0,0,0,0,2,0,3,49.20833333,0,0.950042337,0.309271804,0,0,0,0
5421,0,1,4,0,4.0,1,0,2,1,6,0,0,6,1,0,0,0,1,0,0,4,10,0,0,3.803418803,1,0.402247191,1.641573034,0,0,0,1
5422,0,0,5,0,3.0,1,3,1,1,6,0,0,4,0,0,0,0,1,0,0,0,2,1,1,48.5,0,0.453608247,1.0,0,1,0,0
5423,0,1,5,0,6.0,2,0,1,1,6,0,0,5,1,0,0,0,1,1,0,0,0,0,0,55.424812,0,0.0,0.0,0,1,1,0
5424,0,0,7,0,4.0,2,2,1,3,7,0,1,5,0,0,1,0,0,1,0,0,0,0,0,204.0,0,0.0,0.0,0,0,0,1
5425,0,1,5,0,6.0,2,2,2,2,6,0,0,5,1,0,0,1,1,1,0,0,0,0,0,128.6666667,0,0.0,0.0,0,0,0,0
5426,0,1,6,0,3.0,1,2,3,2,6,0,0,4,0,0,0,0,1,0,0,0,0,0,2,76.72727273,1,0.983412322,0.865521327,0,1,0,1
5427,0,1,4,0,6.0,2,0,2,4,6,0,0,5,1,0,0,0,1,1,0,0,0,0,0,83.42857143,0,0.999143836,0.312714041,0,0,0,1
5428,0,1,5,0,5.0,2,0,4,4,6,0,0,5,0,0,0,0,1,0,0,4,10,0,0,232.57728486125,0,0.234953704,0.422743056,1,0,0,1
5429,1,1,5,0,4.0,2,2,2,3,6,0,0,5,0,0,0,0,1,1,1,0,0,0,1,79.0,1,1.0,0.924683544,0,0,0,1
5430,0,1,7,0,3.0,2,1,4,3,6,0,0,6,1,0,0,0,1,1,1,0,0,0,1,40.19047619,0,0.0,0.0,1,0,0,1
5431,0,1,7,0,5.0,3,1,5,4,6,0,0,4,0,0,0,0,0,0,0,0,10,0,0,14.36363636,0,0.683544304,1.0,0,0,0,1
5432,0,0,5,0,3.0,3,3,4,1,7,0,1,4,0,0,0,0,1,0,0,0,0,0,0,55.424812,0,0.198198198,1.0,0,1,1,0
5433,0,1,5,0,5.0,2,3,3,2,6,0,0,4,0,0,0,0,1,1,0,0,0,0,2,55.424812,0,0.369390104,0.210155351,0,1,0,1
5434,1,0,6,1,5.0,2,1,1,2,6,0,0,4,0,0,0,0,1,0,0,4,0,0,0,55.424812,0,0.0,0.0,0,1,0,1
5435,0,0,5,0,6.0,1,2,2,4,7,0,1,6,1,0,0,0,0,0,1,4,4,2,0,232.57728486125,1,0.857910448,0.218059701,0,0,0,1
5436,0,0,6,0,3.0,3,3,1,2,7,1,0,4,0,0,0,0,0,0,0,4,0,0,0,97.23076923,0,0.861550633,0.288963608,0,0,0,1
5437,0,0,4,0,3.0,1,1,5,1,8,1,1,6,1,0,1,1,1,0,0,0,0,0,1,78.4,0,0.0,0.0,0,1,1,0
5438,1,0,7,1,10.0,3,3,1,2,7,1,0,4,0,0,0,1,1,1,0,0,0,0,1,13.54545455,1,1.0,1.0,0,0,0,1
5439,0,0,6,0,9.0,2,3,1,3,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,115.0,0,1.0,1.588043478,0,0,0,1
5440,1,0,4,0,4.0,1,3,3,2,6,0,0,4,0,0,0,0,1,0,0,0,0,0,0,52.2,0,0.0,0.0,0,0,0,1
5441,1,0,5,1,5.0,1,3,3,1,8,1,1,4,0,0,0,0,0,1,0,3,0,0,0,55.424812,0,1.0,1.612582781,0,1,0,1
5442,0,0,5,0,5.0,3,3,3,2,7,0,1,4,0,0,0,0,1,0,0,0,6,0,0,91.625,0,0.881309686,0.498294679,0,1,0,0
5443,0,0,5,0,3.0,1,3,4,1,7,1,0,6,0,0,1,0,1,0,0,0,6,0,0,33.33333333,0,0.42,1.0,0,0,0,1
5444,1,1,5,1,3.0,1,2,3,1,7,1,0,6,0,1,0,0,1,1,0,0,1,2,1,93.6,0,0.162393162,0.780448718,0,1,1,0
5445,0,0,5,0,4.0,1,0,3,4,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,159.3333333,0,0.50488145,0.509414226,0,0,0,0
5446,0,1,6,0,4.0,2,2,4,1,8,1,1,5,0,0,1,0,1,0,0,0,0,0,0,55.424812,0,1.0,1.0,0,1,0,1
5447,0,1,5,1,3.0,2,3,2,2,7,0,1,5,1,0,0,0,1,1,0,2,0,0,1,105.1428571,0,0.425271739,0.496263587,0,1,0,1
5448,0,1,4,0,4.0,2,0,5,2,7,1,0,5,1,0,0,0,1,0,0,4,10,2,1,232.57728486125,1,0.0,0.0,1,0,0,1
5449,0,0,6,1,9.0,2,1,1,1,7,1,0,6,0,1,0,0,1,0,0,0,6,0,0,141.0,0,0.595744681,1.110182371,0,1,0,1
5450,0,1,5,0,3.0,2,0,3,1,7,0,1,5,1,0,0,0,1,0,1,4,0,0,0,144.3333333,0,0.0,0.0,0,1,0,1
5451,0,1,5,1,6.0,2,3,3,3,6,0,0,6,1,0,0,0,1,0,1,4,6,3,3,18.27272727,3,0.643034826,0.454291045,1,1,0,0
5452,0,1,4,0,4.0,3,1,2,4,6,0,0,5,0,0,0,0,0,0,0,0,10,0,1,21.43103448,1,1.0,1.17538214,0,0,0,0
5453,0,0,5,0,4.0,2,1,3,2,6,0,0,6,1,0,0,0,0,0,0,0,0,0,1,232.57728486125,0,1.0,1.085438336,0,0,0,0
5454,0,0,6,0,3.0,1,0,1,1,6,0,0,6,1,0,0,0,1,1,1,2,0,0,0,55.424812,0,0.0,0.0,0,1,1,1
5455,1,1,6,1,5.0,1,2,2,3,6,0,0,6,1,0,0,1,1,1,0,0,10,2,1,70.875,0,0.536155203,0.644179894,1,1,0,1
5456,0,1,4,1,5.0,2,0,4,1,6,0,0,4,0,0,0,1,1,1,0,0,0,0,0,55.424812,0,0.80239521,2.0,0,1,0,1
5457,0,1,6,0,4.0,1,2,5,2,6,0,0,4,0,0,0,1,1,0,0,4,10,1,0,54.08333333,1,0.465331279,1.125577812,1,0,0,1
5458,0,0,6,0,4.0,1,2,3,1,6,0,0,4,0,0,0,0,1,1,0,0,0,0,0,99.375,0,0.0,0.0,0,0,0,1
5459,0,0,6,0,5.0,2,2,1,2,6,0,0,4,0,0,0,0,0,1,0,4,0,0,3,51.69230769,0,0.635416667,0.543526786,0,1,0,1
5460,0,1,4,0,3.0,1,3,4,1,6,0,0,4,0,0,0,0,1,0,0,0,0,0,0,55.424812,0,0.917241379,1.0,0,1,1,1
5461,0,1,5,0,4.0,1,2,5,4,7,0,1,4,0,0,0,0,0,1,0,0,10,0,0,80.27272727,0,0.936579841,0.827293318,0,0,0,1
5462,0,0,6,0,3.0,2,3,1,2,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,231.1428571,0,0.910383189,0.225741656,0,0,0,0
5463,0,1,7,0,3.0,2,2,3,3,6,0,0,5,1,0,0,0,1,0,0,0,0,0,1,55.424812,0,0.0,0.0,1,1,1,0
5464,0,1,6,0,3.0,2,0,1,4,6,0,0,4,0,0,0,0,1,1,0,0,10,0,1,35.41176471,0,1.0,1.820182724,0,0,0,1
5465,0,1,6,0,3.0,2,1,3,2,6,0,0,4,0,0,0,0,1,0,0,0,0,0,0,161.5,0,0.696594427,0.376934985,1,0,0,0
5466,0,1,4,0,3.0,2,2,5,1,7,1,0,7,1,1,0,0,1,0,0,0,0,0,0,55.424812,0,0.0,0.0,0,1,0,0
5467,0,0,5,0,3.0,3,3,4,2,6,0,0,4,0,0,0,0,1,0,0,3,6,0,0,181.0833333,0,0.73630925,0.336171192,0,0,0,1
5468,0,0,7,0,2.0,1,1,3,2,6,0,0,4,0,0,0,0,1,1,0,1,0,0,0,125.5,0,0.95059761,0.291035857,1,0,0,1
5469,0,1,4,0,5.0,2,2,5,4,6,0,0,4,0,0,0,0,0,0,0,0,6,0,0,11.3255814,1,0.992813142,0.375,0,0,0,1
5470,1,1,6,0,4.0,1,0,3,1,6,0,0,5,1,0,0,1,1,1,1,4,0,3,0,60.85714286,1,0.0,0.0,0,0,0,1
5471,0,0,5,0,4.0,2,1,5,3,6,0,0,4,0,0,0,0,1,1,0,0,0,0,0,222.3333333,0,1.0,3.833208396,0,0,0,1
5472,0,1,5,0,5.0,1,2,3,3,7,1,0,4,0,0,0,0,1,1,1,1,3,0,0,56.5,2,0.0,0.0,0,1,1,0
5473,0,1,5,0,3.0,2,1,2,1,8,1,1,5,0,0,0,0,1,0,0,0,10,2,0,43.86666667,0,0.0,0.0,0,1,0,1
5474,0,0,4,1,9.0,3,1,3,3,7,0,1,5,0,0,0,0,0,0,0,4,0,0,3,55.424812,1,0.60589208,2.37871809,0,0,0,1
5475,0,0,4,0,10.0,1,3,1,3,6,0,0,6,1,0,0,0,1,1,0,0,6,0,0,199.4285714,0,0.283667622,0.261640401,0,1,0,1
5476,1,1,5,1,5.0,2,2,1,2,6,0,0,4,0,0,0,0,1,1,0,0,6,0,0,81.0,0,1.0,2.0,0,0,0,0
5477,0,0,6,0,3.0,3,2,2,1,7,1,0,7,1,1,0,0,1,1,0,0,0,0,0,55.424812,0,0.987684729,0.899630542,0,1,0,1
5478,0,0,5,0,6.0,3,3,1,2,6,0,0,4,0,0,0,0,0,0,0,1,0,0,0,232.57728486125,0,0.0,0.0,0,1,1,1
5479,0,0,6,0,4.0,3,0,3,2,7,1,0,6,1,0,0,0,0,1,0,0,6,1,0,25.53846154,1,1.0,1.100150602,0,1,0,0
5480,0,1,5,0,10.0,3,3,1,2,6,0,0,5,0,0,0,1,1,0,0,2,4,0,0,73.6,2,0.845108696,0.992527174,0,1,0,1
5481,0,0,4,0,4.0,1,0,2,2,6,0,0,4,0,0,0,0,1,1,0,0,1,0,0,101.75,0,1.0,1.794840295,0,0,0,1
5482,0,1,4,0,8.0,2,0,1,3,6,0,0,5,1,0,0,1,1,0,0,4,0,0,0,48.42857143,1,1.0,1.0,0,1,0,0
5483,0,0,4,0,8.0,2,0,1,3,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,55.424812,0,0.0,0.0,0,1,1,1
5484,0,1,5,0,4.0,3,0,2,4,7,0,1,5,0,0,0,0,1,1,0,2,0,0,0,93.86666667,0,0.9765625,0.778231534,0,0,0,0
5485,0,1,5,0,3.0,2,1,2,2,7,1,0,6,1,0,0,0,1,1,0,0,4,0,3,24.9,0,0.124497992,0.733433735,0,1,0,1
5486,0,0,5,1,5.0,2,3,2,3,7,1,0,7,1,1,0,1,1,1,0,0,0,0,1,35.0,0,1.0,2.0,0,1,0,0
5487,0,0,4,0,3.0,1,3,4,1,7,0,1,4,0,0,0,0,0,0,0,0,0,0,0,131.0,0,0.0,0.0,0,1,1,1
5488,0,1,5,0,4.0,2,2,5,1,6,0,0,5,1,0,0,0,1,0,0,0,6,0,0,12.35483871,0,1.0,1.907310705,0,0,0,1
5489,0,0,4,0,5.0,2,3,3,1,7,1,0,5,0,0,0,0,1,1,0,4,10,3,0,38.18181818,2,0.730952381,0.869642857,0,1,0,1
5490,0,1,6,0,7.0,1,0,2,4,6,0,0,5,0,0,0,0,1,1,0,3,10,0,1,28.73333333,0,1.0,1.694895592,0,0,0,1
5491,0,1,6,0,6.0,2,2,3,2,6,0,0,5,0,0,0,0,1,0,0,0,9,0,3,52.73076923,1,0.050328228,0.266411379,0,1,1,1
5492,0,1,4,0,3.0,1,2,3,1,6,0,0,6,1,0,0,0,1,1,0,0,6,0,0,10.19444444,0,1.0,2.985694823,0,0,0,1
5493,1,1,5,1,9.0,2,0,1,3,6,0,0,5,1,0,0,0,1,0,0,0,0,0,3,126.8888889,0,0.553415061,0.63966725,0,1,0,1
5494,0,0,5,0,3.0,2,3,2,1,7,1,0,6,0,1,0,0,0,0,0,0,0,0,0,55.424812,0,0.0,0.0,0,1,0,1
5495,0,0,4,0,3.0,2,1,1,1,7,0,1,5,1,0,0,0,0,0,0,0,0,0,0,38.4,0,0.552083333,1.0,0,0,0,1
5496,0,1,4,1,1.0,2,3,1,2,8,1,1,5,0,0,1,0,1,1,1,4,6,1,2,55.424812,0,0.0,0.0,1,1,1,1
5497,1,1,5,1,6.0,2,2,1,3,6,0,0,4,0,0,0,0,1,1,0,0,6,0,0,27.58823529,0,0.920042644,0.389392324,0,0,0,0
5498,0,0,4,0,4.0,2,1,3,4,7,0,1,5,0,0,1,0,0,1,0,0,0,0,0,55.424812,0,0.60589208,2.37871809,0,0,0,1
5499,0,0,6,0,4.0,2,2,4,2,6,0,0,6,1,0,0,0,1,1,0,0,2,0,2,232.57728486125,0,0.301315789,0.961184211,0,1,0,0
5500,0,0,6,0,3.0,3,0,2,2,6,0,0,5,0,0,0,0,1,1,0,0,4,1,0,78.8,0,0.78680203,0.927030457,0,0,0,0
5501,0,0,5,0,6.0,1,3,4,1,7,0,1,7,0,1,1,0,1,0,0,0,0,0,0,30.125,0,1.0,1.0,0,0,0,0
5502,0,1,5,0,2.0,1,2,5,2,6,0,0,4,0,0,0,0,1,0,0,0,5,0,1,67.0,0,0.917910448,0.545149254,0,1,0,0
5503,0,0,5,0,4.0,3,3,2,4,6,0,0,6,1,0,0,0,1,0,0,0,5,0,0,56.33333333,0,0.914792899,0.432248521,0,0,0,0
5504,0,1,6,0,6.0,1,2,3,1,7,0,1,5,1,0,0,0,1,0,0,4,0,2,0,17.0,1,0.0,0.0,0,1,0,1
5505,0,1,7,0,3.0,1,2,1,2,8,1,1,4,0,0,0,1,1,1,0,0,6,0,1,74.125,1,0.495784148,0.615935919,0,1,0,1
5506,0,0,5,0,5.0,2,3,3,2,6,0,0,6,1,0,0,0,1,1,0,1,0,0,0,55.424812,0,0.536480687,1.0,0,1,1,1
5507,0,1,4,0,4.0,3,1,3,1,7,1,0,5,0,0,0,0,1,0,0,0,0,0,1,55.424812,0,0.974304069,0.782119914,1,0,0,1
5508,0,0,6,0,4.0,3,0,2,1,6,0,0,4,0,0,0,1,1,1,0,0,0,0,3,55.424812,0,0.0,0.0,0,1,1,1
5509,0,1,5,0,4.0,1,1,2,4,7,1,0,6,1,0,0,0,1,1,0,0,8,0,1,20.15,2,0.955334988,1.812655087,0,0,0,1
5510,0,1,5,0,2.0,1,2,4,1,7,0,1,5,0,0,0,0,0,0,0,0,0,0,0,55.424812,0,0.228144989,0.778784648,0,1,0,1
5511,0,0,5,0,4.0,2,3,3,1,7,0,1,5,0,0,1,0,0,1,0,0,0,0,0,101.6,0,0.036745407,0.239665354,0,0,0,1
5512,0,1,7,0,3.0,2,2,3,2,6,0,0,4,0,0,0,0,0,0,0,0,6,0,2,25.5,1,0.99877451,0.447610294,0,0,0,1
5513,0,1,5,0,3.0,2,2,3,1,7,1,0,4,0,0,0,0,1,0,0,3,5,0,1,54.875,0,0.423690205,1.664009112,0,1,0,1
5514,0,1,7,0,2.0,2,1,3,3,6,0,0,5,1,0,0,0,1,1,0,0,10,0,0,55.424812,0,0.60589208,2.37871809,0,0,0,1
5515,0,1,4,0,3.0,3,3,3,1,6,0,0,4,0,0,0,0,1,0,0,0,0,0,0,29.0625,0,1.0,0.785483871,1,1,0,0
5516,0,1,7,0,3.0,1,0,3,1,6,0,0,5,1,0,0,1,1,0,0,4,4,3,2,23.375,2,1.0,0.976604278,0,0,0,1
5517,1,1,5,0,7.0,2,3,4,2,6,0,0,5,1,0,0,0,1,1,0,0,0,0,0,55.424812,0,1.0,2.572183099,0,0,0,1
5518,0,0,5,0,4.0,2,3,1,1,6,0,0,5,1,0,0,1,1,0,1,0,3,3,0,43.875,0,1.0,2.0,0,0,0,0
5519,0,1,4,0,6.0,2,1,4,3,7,1,0,6,0,1,0,0,1,1,0,0,5,0,2,232.57728486125,1,1.0,1.790441176,0,0,0,1
5520,1,0,6,1,3.0,1,0,1,1,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,55.424812,0,1.0,1.0,0,1,0,0
5521,0,0,4,1,4.0,2,3,5,3,8,1,1,5,0,0,0,0,0,0,0,0,0,0,0,50.0,0,1.0,2.0,0,1,0,1
5522,1,0,6,1,4.0,2,0,1,3,6,0,0,5,1,0,0,0,1,1,0,0,0,0,3,46.66666667,0,0.207142857,1.0,0,1,1,1
5523,0,0,4,0,9.0,2,3,1,1,6,0,0,4,0,0,0,1,0,1,0,0,3,0,0,232.57728486125,1,0.25,2.123546512,0,1,1,0
5524,1,1,5,1,10.0,2,1,1,3,6,0,0,5,1,0,0,0,0,0,0,0,0,0,2,95.82352941,0,0.982197667,0.448434622,0,0,0,1
5525,0,0,4,0,4.0,1,1,3,4,6,0,0,5,0,0,0,0,1,0,0,3,6,0,1,91.83333333,0,0.29461585,0.441923775,0,0,0,1
5526,0,0,4,0,8.0,2,0,1,2,6,0,0,6,1,0,0,0,0,1,0,0,5,1,1,8.545454545,2,0.744680851,2.0,0,1,1,1
5527,0,1,5,0,3.0,2,2,1,1,7,1,0,5,0,0,0,1,1,0,0,0,4,2,1,33.81818182,1,0.63172043,0.981854839,0,1,1,1
5528,0,1,7,0,2.0,2,2,5,4,6,0,0,4,0,0,0,0,1,0,0,0,10,0,0,54.75,0,0.99847793,0.555936073,1,0,0,0
5529,0,0,7,0,5.0,3,3,1,2,6,0,0,7,1,1,0,0,1,1,0,4,0,0,0,55.424812,0,0.0,0.0,0,1,1,1
5530,0,0,4,0,5.0,2,1,3,2,6,0,0,4,0,0,0,0,1,1,0,0,10,3,1,55.424812,0,1.0,1.039118065,0,0,0,1
5531,0,0,5,0,7.0,2,3,4,3,7,0,1,5,0,0,1,0,1,1,0,0,0,0,0,55.424812,0,0.381520119,0.544336811,0,1,1,1
5532,1,0,5,0,8.0,3,3,4,3,6,0,0,5,0,0,0,0,1,1,0,0,0,0,1,41.11111111,0,0.451351351,0.987162162,0,0,0,1
5533,0,0,6,0,5.0,2,0,2,4,8,1,1,8,1,1,1,0,1,1,0,0,0,0,0,37.76,1,1.0,0.773834746,0,0,0,1
5534,0,1,5,0,6.0,2,3,1,2,6,0,0,4,0,0,0,0,1,1,0,0,6,0,1,65.66666667,0,0.829949239,0.927030457,0,1,0,1
5535,0,1,6,0,4.0,2,2,4,2,7,1,0,6,0,1,0,0,1,1,0,0,7,0,0,25.0,1,1.0,3.075789474,0,0,0,1
5536,0,1,5,0,4.0,1,3,3,1,7,0,1,4,0,0,0,0,0,0,0,2,0,0,0,17.65217391,2,0.997536946,0.899630542,0,0,0,1
5537,0,1,5,0,4.0,2,3,2,4,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,154.0,0,1.0,0.474350649,0,0,0,1
5538,0,0,5,0,3.0,2,2,5,1,6,0,0,5,1,0,0,0,0,0,0,0,0,0,0,32.0,0,0.0,0.0,0,1,1,0
5539,0,1,4,0,3.0,3,2,3,2,6,0,0,4,0,0,0,0,1,0,0,0,0,0,0,55.424812,0,0.807228916,0.488955823,0,1,0,0
5540,0,0,4,0,4.0,3,3,5,4,7,0,1,4,0,0,0,0,1,0,0,0,4,0,0,55.424812,1,0.60589208,2.37871809,0,0,0,0
5541,0,1,6,0,4.0,1,1,1,1,6,0,0,4,0,0,0,0,1,1,0,0,6,0,0,25.66666667,0,1.0,1.897402597,0,0,0,1
5542,0,0,6,0,3.0,3,3,2,3,6,0,0,5,0,0,0,0,0,0,0,0,10,1,0,18.9,0,0.989417989,1.0,0,0,0,1
5543,0,0,6,0,4.0,2,3,3,1,7,0,1,4,0,0,0,0,1,0,0,0,0,0,0,44.66666667,0,1.0,3.0,0,0,0,1
5544,0,0,5,0,9.0,1,0,2,4,6,0,0,5,0,0,0,0,1,0,0,0,5,0,0,31.2,0,0.0,0.0,0,1,1,1
5545,0,0,4,0,4.0,3,3,5,2,6,0,0,4,0,0,0,0,1,1,0,4,0,0,1,195.5,0,1.0,0.622762148,0,0,0,1
5546,0,0,5,0,5.0,2,2,2,2,6,0,0,6,0,0,1,0,0,1,0,0,0,0,0,71.2,0,1.0,1.0,1,1,0,1
5547,0,1,3,1,9.0,2,3,1,1,6,0,0,4,0,0,0,1,1,0,1,0,0,0,0,55.424812,0,1.0,2.0,0,1,1,1
5548,0,0,7,0,4.0,2,1,1,2,7,0,1,5,1,0,0,0,0,0,0,0,0,0,1,157.0,0,0.0,0.0,0,1,1,1
5549,0,0,5,0,6.0,2,2,3,1,7,0,1,5,0,0,1,0,1,0,0,0,7,1,1,25.0,1,0.102222222,1.0,0,0,0,1
5550,0,1,4,0,3.0,1,2,3,1,6,0,0,5,0,0,0,0,1,1,0,0,0,0,0,38.6,0,0.997409326,0.946243523,0,1,0,0
5551,0,0,6,0,7.0,2,1,1,1,6,0,0,5,1,0,0,0,0,0,0,4,10,0,0,32.83333333,1,1.0,1.236040609,0,1,0,1
5552,0,1,4,0,5.0,1,3,3,1,8,1,1,6,0,1,0,1,1,0,0,0,3,3,2,22.875,0,1.0,2.0,0,1,1,1
5553,1,0,6,0,9.0,1,1,3,2,7,0,1,5,0,0,0,1,1,0,0,0,10,3,3,97.5,1,0.0,0.0,1,0,0,0
5554,0,0,4,0,6.0,2,0,3,2,7,0,1,5,0,0,1,0,1,1,1,0,10,0,1,43.23529412,2,1.0,1.987755102,0,0,0,1
